frame_idx,timestamp_ms,detected,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,confidence,area,contour_area,distance_px,heatmap_ready,is_paused,kalman_corrected,kalman_predicted,pause_count,pause_duration_s,size_mean,speed_px_s,total_pause_time_s
160,5333.33,1,204,395,123,316,181,203,0.6378,23436.00,23436.0,1052.5268397658012,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.000000000000107,0.0
161,5366.67,1,205,396,124,316,181,203,0.6310,23183.50,23183.5,1053.9410533281743,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
162,5400.00,1,206,396,123,316,182,203,0.6296,23261.50,23261.5,1054.9410533281743,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132358,0.0
163,5433.33,1,207,396,124,316,181,201,0.6441,23434.00,23434.0,1055.9410533281743,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132358,0.0
164,5466.67,1,208,396,124,316,181,201,0.6439,23427.00,23427.0,1056.9410533281743,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132358,0.0
165,5500.00,1,209,396,124,316,181,201,0.6419,23353.00,23353.0,1057.9410533281743,1.0,0.0,1.0,1.0,0.0,0.0,30492,29.999999999999908,0.0
166,5533.33,1,210,395,126,315,179,204,0.6324,23093.50,23093.5,1059.3552668905475,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
167,5566.67,1,212,395,133,314,172,203,0.6462,22562.00,22562.0,1061.3552668905475,1.0,0.0,1.0,1.0,0.0,0.0,30492,38.24264635194602,0.0
168,5600.00,1,214,395,136,314,169,201,0.6488,22038.50,22038.5,1063.3552668905475,1.0,0.0,1.0,1.0,0.0,0.0,30492,45.620718977236805,0.0
169,5633.33,1,216,395,139,314,167,201,0.6440,21618.00,21618.0,1065.3552668905475,1.0,0.0,1.0,1.0,0.0,0.0,30492,53.0330085889909,0.0
170,5666.67,1,217,395,138,317,168,196,0.6444,21220.00,21220.0,1066.3552668905475,1.0,0.0,1.0,1.0,0.0,0.0,30492,52.49999999999984,0.0
171,5700.00,1,219,395,136,319,170,194,0.6313,20819.00,20819.0,1068.3552668905475,1.0,0.0,1.0,1.0,0.0,0.0,30492,52.49999999999984,0.0
172,5733.33,1,220,395,133,320,173,191,0.6290,20783.00,20783.0,1069.3552668905475,1.0,0.0,1.0,1.0,0.0,0.0,30492,44.99999999999986,0.0
173,5766.67,1,223,397,137,327,169,181,0.6354,19437.50,19437.5,1072.9608181660114,1.0,0.0,1.0,1.0,0.0,0.0,30492,54.60082416960408,0.0
174,5800.00,1,226,399,140,328,166,181,0.6146,18467.50,18467.5,1076.5663694414754,1.0,0.0,1.0,1.0,0.0,0.0,30492,73.86643351347104,0.0
175,5833.33,1,230,400,149,325,157,149,0.7221,16892.50,16892.5,1080.689475067093,1.0,0.0,1.0,1.0,0.0,0.0,30492,90.62284480195962,0.0
176,5866.67,1,233,400,150,325,156,149,0.7256,16865.00,16865.0,1083.689475067093,1.0,0.0,1.0,1.0,0.0,0.0,30492,104.46291207888126,0.0
177,5900.00,1,236,398,154,318,152,148,0.7268,16350.00,16350.0,1087.295026342557,1.0,0.0,1.0,1.0,0.0,0.0,30492,97.78803607803944,0.0
178,5933.33,1,246,400,123,316,326,170,0.5970,33084.00,33084.0,1097.4930653697427,1.0,0.0,1.0,1.0,0.0,0.0,30492,150.18738295875545,0.0
179,5966.67,1,256,402,123,316,334,161,0.6164,33144.50,33144.5,1107.6911043969283,1.0,0.0,1.0,1.0,0.0,0.0,30492,195.57607215607888,0.0
180,6000.00,1,269,401,151,320,313,144,0.6634,29899.50,29899.5,1120.7295092073336,1.0,0.0,1.0,1.0,0.0,0.0,30492,270.10414658053577,0.0
181,6033.33,1,281,403,155,327,315,145,0.6727,30725.00,30725.0,1132.89503426793,1.0,0.0,1.0,1.0,0.0,0.0,30492,339.57694268015433,0.0
182,6066.67,1,292,405,157,333,322,145,0.6830,31890.50,31890.5,1144.075374155429,1.0,0.0,1.0,1.0,0.0,0.0,30492,347.03205903777945,0.0
183,6100.00,1,297,409,123,334,370,163,0.6278,37865.00,37865.0,1150.4784983928619,1.0,0.0,1.0,1.0,0.0,0.0,30492,311.94951514628247,0.0
184,6133.33,1,301,411,123,336,378,157,0.6429,38156.00,38156.0,1154.9506343478615,1.0,0.0,1.0,1.0,0.0,0.0,30492,251.4458192136024,0.0
185,6166.67,1,313,411,162,337,347,145,0.7008,35259.50,35259.5,1166.9506343478615,1.0,0.0,1.0,1.0,0.0,0.0,30492,247.38633753705886,0.0
186,6200.00,1,321,410,161,337,343,147,0.7138,35992.00,35992.0,1175.0128920961602,1.0,0.0,1.0,1.0,0.0,0.0,30492,220.70908454343171,0.0
187,6233.33,1,329,409,162,336,340,151,0.7228,37107.00,37107.0,1183.0751498444588,1.0,0.0,1.0,1.0,0.0,0.0,30492,239.99999999999926,0.0
188,6266.67,1,334,409,162,336,340,151,0.7232,37128.00,37128.0,1188.0751498444588,1.0,0.0,1.0,1.0,0.0,0.0,30492,247.954128822249,0.0
189,6300.00,1,338,409,158,332,344,156,0.7064,37906.00,37906.0,1192.0751498444588,1.0,0.0,1.0,1.0,0.0,0.0,30492,188.09904305976747,0.0
190,6333.33,1,341,409,159,331,344,158,0.7036,38243.50,38243.5,1195.0751498444588,1.0,0.0,1.0,1.0,0.0,0.0,30492,150.18738295875644,0.0
191,6366.67,1,344,409,157,329,347,161,0.7001,39113.50,39113.5,1198.0751498444588,1.0,0.0,1.0,1.0,0.0,0.0,30492,112.5000000000004,0.0
192,6400.00,1,346,409,164,329,340,162,0.6986,38477.00,38477.0,1200.0751498444588,1.0,0.0,1.0,1.0,0.0,0.0,30492,89.99999999999972,0.0
193,6433.33,1,347,409,162,333,337,157,0.7104,37585.50,37585.5,1201.0751498444588,1.0,0.0,1.0,1.0,0.0,0.0,30492,67.49999999999979,0.0
194,6466.67,1,346,409,181,338,304,152,0.7349,33956.00,33956.0,1202.0751498444588,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.499999999999886,0.0
195,6500.00,1,342,410,161,340,310,150,0.7421,34509.50,34509.5,1206.1982554700764,1.0,0.0,1.0,1.0,0.0,0.0,30492,16.770509831248372,0.0
196,6533.33,1,336,412,175,343,271,152,0.7791,32093.50,32093.5,1212.5228107904131,1.0,0.0,1.0,1.0,0.0,0.0,30492,78.3022988168294,0.0
197,6566.67,1,327,416,129,341,313,168,0.6859,36068.50,36068.5,1222.3716685922093,1.0,0.0,1.0,1.0,0.0,0.0,30492,158.92215075312876,0.0
198,6600.00,1,321,419,129,339,312,171,0.6900,36812.00,36812.0,1229.0798725247087,1.0,0.0,1.0,1.0,0.0,0.0,30492,201.9436802675446,0.0
199,6633.33,1,316,421,126,339,315,175,0.6764,37286.00,37286.0,1234.4650373318432,1.0,0.0,1.0,1.0,0.0,0.0,30492,211.7339132023959,0.0
200,6666.67,1,312,423,126,339,315,175,0.6762,37273.00,37273.0,1238.9371732868428,1.0,0.0,1.0,1.0,0.0,0.0,30492,198.00568173666068,0.0
201,6700.00,1,309,425,126,345,316,171,0.6833,36922.50,36922.5,1242.5427245623068,1.0,0.0,1.0,1.0,0.0,0.0,30492,150.93458848123535,0.0
202,6733.33,1,306,427,124,352,314,167,0.6879,36074.00,36074.0,1246.1482758377708,1.0,0.0,1.0,1.0,0.0,0.0,30492,127.4999999999996,0.0
203,6766.67,1,303,429,125,357,305,162,0.7158,35367.00,35367.0,1249.7538271132348,1.0,0.0,1.0,1.0,0.0,0.0,30492,114.4825314185535,0.0
204,6800.00,1,299,431,124,354,296,165,0.7094,34646.00,34646.0,1254.2259630682345,1.0,0.0,1.0,1.0,0.0,0.0,30492,114.4825314185535,0.0
205,6833.33,1,295,433,127,346,286,170,0.6770,32915.50,32915.5,1258.6980990232341,1.0,0.0,1.0,1.0,0.0,0.0,30492,120.93386622447866,0.0
206,6866.67,1,296,433,188,341,219,178,0.6967,27160.50,27160.5,1259.6980990232341,1.0,0.0,1.0,1.0,0.0,0.0,30492,87.46427842267983,0.0
207,6900.00,1,284,439,186,374,120,148,0.7698,13672.00,13672.0,1273.1145068882329,1.0,0.0,1.0,1.0,0.0,0.0,30492,161.03182915187867,0.0
208,6933.33,1,273,442,119,363,187,162,0.4940,14966.50,14966.5,1284.5162611392243,1.0,0.0,1.0,1.0,0.0,0.0,30492,211.7339132023959,0.0
209,6966.67,1,266,444,119,349,187,177,0.4573,15137.00,15137.0,1291.7963710285048,1.0,0.0,1.0,1.0,0.0,0.0,30492,232.62093628906163,0.0
210,7000.00,1,261,445,119,333,187,193,0.4455,16079.00,16079.0,1296.8953905420976,1.0,0.0,1.0,1.0,0.0,0.0,30492,277.49999999999915,0.0
211,7033.33,1,257,444,120,327,187,198,0.4656,17238.50,17238.5,1301.0184961677153,1.0,0.0,1.0,1.0,0.0,0.0,30492,205.94295326619044,0.0
212,7066.67,1,254,443,119,327,188,199,0.4600,17210.00,17210.0,1304.1807738278837,1.0,0.0,1.0,1.0,0.0,0.0,30492,142.69723192830386,0.0
213,7100.00,1,252,441,119,319,187,207,0.4707,18219.00,18219.0,1307.00920095263,1.0,0.0,1.0,1.0,0.0,0.0,30492,107.38365797457303,0.0
214,7133.33,1,250,439,120,314,186,211,0.4822,18923.00,18923.0,1309.8376280773762,1.0,0.0,1.0,1.0,0.0,0.0,30492,93.97473064606221,0.0
215,7166.67,1,249,438,120,314,186,211,0.4871,19117.00,19117.0,1311.2518416397493,1.0,0.0,1.0,1.0,0.0,0.0,30492,74.99999999999977,0.0
216,7200.00,1,247,436,120,313,186,212,0.4885,19261.50,19261.5,1314.0802687644955,1.0,0.0,1.0,1.0,0.0,0.0,30492,74.24621202458727,0.0
217,7233.33,1,246,436,119,313,187,212,0.4878,19338.00,19338.0,1315.0802687644955,1.0,0.0,1.0,1.0,0.0,0.0,30492,58.576872569299724,0.0
218,7266.67,1,245,435,119,314,187,211,0.4749,18738.00,18738.0,1316.4944823268686,1.0,0.0,1.0,1.0,0.0,0.0,30492,48.023431780746535,0.0
219,7300.00,1,244,435,119,314,187,211,0.4659,18382.50,18382.5,1317.4944823268686,1.0,0.0,1.0,1.0,0.0,0.0,30492,43.73213921133991,0.0
220,7333.33,1,244,435,119,319,187,206,0.4944,19043.50,19043.5,1317.4944823268686,1.0,1.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
221,7366.67,1,243,435,119,317,187,208,0.4819,18744.50,18744.5,1318.4944823268686,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
222,7400.00,1,242,434,119,318,187,207,0.4820,18656.50,18656.5,1319.9086958892417,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262772,0.0
223,7433.33,1,242,433,119,319,187,206,0.4911,18917.00,18917.0,1320.9086958892417,1.0,0.0,1.0,1.0,0.0,0.0,30492,21.213203435596363,0.0
224,7466.67,1,241,433,119,320,187,205,0.4876,18692.50,18692.5,1321.9086958892417,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565979834,0.0
225,7500.00,1,240,433,119,323,187,202,0.4954,18712.00,18712.0,1322.9086958892417,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565979834,0.0
226,7533.33,1,239,433,119,321,187,204,0.4761,18162.00,18162.0,1323.9086958892417,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
227,7566.67,1,239,432,116,322,190,206,0.4574,17904.50,17904.5,1324.9086958892417,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
228,7600.00,1,238,431,116,324,190,204,0.4432,17179.00,17179.0,1326.3229094516148,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
229,7633.33,1,237,430,119,323,187,203,0.4391,16667.50,16667.5,1327.737123013988,1.0,0.0,1.0,1.0,0.0,0.0,30492,31.819805153394537,0.0
230,7666.67,1,237,429,118,326,188,201,0.4293,16222.50,16222.5,1328.737123013988,1.0,0.0,1.0,1.0,0.0,0.0,30492,33.541019662496744,0.0
231,7700.00,1,236,429,117,337,189,191,0.4133,14918.50,14918.5,1329.737123013988,1.0,0.0,1.0,1.0,0.0,0.0,30492,31.819805153394537,0.0
232,7733.33,1,235,432,118,342,188,186,0.3695,12922.00,12922.0,1332.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262772,0.0
233,7766.67,1,235,433,116,348,190,181,0.3680,12657.00,12657.0,1333.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
234,7800.00,1,235,435,118,356,188,173,0.3572,11617.00,11617.0,1335.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,47.434164902525865,0.0
235,7833.33,1,236,435,119,350,187,179,0.3561,11919.50,11919.5,1336.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,45.00000000000016,0.0
236,7866.67,1,236,435,119,351,187,178,0.3573,11893.50,11893.5,1336.8994006741564,1.0,1.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
237,7900.00,1,237,435,124,335,182,193,0.3365,11821.00,11821.0,1337.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,21.213203435596363,0.0
238,7933.33,1,237,434,125,349,181,179,0.3594,11643.50,11643.5,1338.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,16.770509831248372,0.0
239,7966.67,1,237,432,125,334,181,194,0.3330,11694.00,11694.0,1340.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262772,0.0
240,8000.00,1,237,431,127,335,179,193,0.3370,11642.50,11642.5,1341.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132358,0.0
241,8033.33,1,237,429,127,332,179,196,0.3294,11558.00,11558.0,1343.8994006741564,1.0,0.0,1.0,1.0,0.0,0.0,30492,45.00000000000016,0.0
242,8066.67,1,236,428,131,346,175,181,0.3598,11396.50,11396.5,1345.3136142365295,1.0,0.0,1.0,1.0,0.0,0.0,30492,45.620718977236805,0.0
243,8100.00,1,236,428,131,353,175,174,0.3477,10588.00,10588.0,1345.3136142365295,1.0,1.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
244,8133.33,1,236,429,131,356,175,171,0.3659,10948.50,10948.5,1346.3136142365295,1.0,0.0,1.0,1.0,0.0,0.0,30492,16.770509831248482,0.0
245,8166.67,1,235,429,127,353,179,175,0.3656,11452.50,11452.5,1347.3136142365295,1.0,0.0,1.0,1.0,0.0,0.0,30492,15.000000000000053,0.0
246,8200.00,1,235,430,131,366,175,161,0.3992,11248.50,11248.5,1348.3136142365295,1.0,0.0,1.0,1.0,0.0,0.0,30492,16.770509831248482,0.0
247,8233.33,1,236,430,144,365,162,157,0.4450,11317.00,11317.0,1349.3136142365295,1.0,0.0,1.0,1.0,0.0,0.0,30492,15.000000000000053,0.0
248,8266.67,1,236,431,144,365,162,157,0.4455,11332.00,11332.0,1350.3136142365295,1.0,0.0,1.0,1.0,0.0,0.0,30492,14.999999999999854,0.0
249,8300.00,1,236,432,133,354,173,173,0.4047,12113.00,12113.0,1351.3136142365295,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262616,0.0
250,8333.33,1,237,433,138,349,168,177,0.4101,12194.50,12194.5,1352.7278277989026,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565979653,0.0
251,8366.67,1,238,434,177,354,129,159,0.5842,11983.50,11983.5,1354.1420413612757,1.0,0.0,1.0,1.0,0.0,0.0,30492,33.54101966249652,0.0
252,8400.00,1,239,434,140,347,166,168,0.4873,13588.50,13588.5,1355.1420413612757,1.0,0.0,1.0,1.0,0.0,0.0,30492,31.81980515339475,0.0
253,8433.33,1,240,435,152,340,154,178,0.5381,14750.00,14750.0,1356.5562549236488,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.500000000000135,0.0
254,8466.67,1,243,434,191,336,115,175,0.7100,14288.00,14288.0,1359.7185325838173,1.0,0.0,1.0,1.0,0.0,0.0,30492,45.620718977236805,0.0
255,8500.00,1,245,434,165,333,141,180,0.5856,14863.50,14863.5,1361.7185325838173,1.0,0.0,1.0,1.0,0.0,0.0,30492,52.500000000000185,0.0
256,8533.33,1,245,435,123,328,183,195,0.5016,17901.00,17901.0,1362.7185325838173,1.0,0.0,1.0,1.0,0.0,0.0,30492,45.620718977236805,0.0
257,8566.67,1,244,435,123,328,183,195,0.5381,19203.00,19203.0,1363.7185325838173,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.000000000000107,0.0
258,8600.00,1,242,436,123,329,183,194,0.5404,19185.50,19185.5,1365.954600561317,1.0,0.0,1.0,1.0,0.0,0.0,30492,16.770509831248482,0.0
259,8633.33,1,239,435,121,332,185,193,0.5683,20291.50,20291.5,1369.1168782214854,1.0,0.0,1.0,1.0,0.0,0.0,30492,45.620718977236805,0.0
260,8666.67,1,238,435,140,332,166,186,0.6529,20160.00,20160.0,1370.1168782214854,1.0,0.0,1.0,1.0,0.0,0.0,30492,52.500000000000185,0.0
261,8700.00,1,236,434,141,330,165,190,0.6694,20986.00,20986.0,1372.3529461989851,1.0,0.0,1.0,1.0,0.0,0.0,30492,60.46693311223933,0.0
262,8733.33,1,235,433,153,329,153,192,0.7567,22228.00,22228.0,1373.7671597613582,1.0,0.0,1.0,1.0,0.0,0.0,30492,57.11829829397952,0.0
263,8766.67,1,234,431,150,322,155,199,0.7352,22678.50,22678.5,1376.003227738858,1.0,0.0,1.0,1.0,0.0,0.0,30492,48.023431780745895,0.0
264,8800.00,1,234,429,152,320,153,202,0.7315,22608.50,22608.5,1378.003227738858,1.0,0.0,1.0,1.0,0.0,0.0,30492,54.083269131959305,0.0
265,8833.33,1,234,429,154,316,152,207,0.7206,22673.50,22673.5,1378.003227738858,1.0,1.0,1.0,1.0,0.0,0.0,30492,40.38873605350838,0.0
266,8866.67,1,234,428,152,313,154,210,0.7145,23106.00,23106.0,1379.003227738858,1.0,0.0,1.0,1.0,0.0,0.0,30492,38.24264635194551,0.0
267,8900.00,1,233,427,150,313,156,209,0.7083,23092.00,23092.0,1380.417441301231,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
268,8933.33,1,232,426,146,313,158,209,0.7132,23550.50,23550.5,1381.8316548636042,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
269,8966.67,1,231,425,146,312,158,210,0.7136,23676.50,23676.5,1383.2458684259773,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.500000000000135,0.0
270,9000.00,1,230,425,145,313,159,210,0.7148,23866.50,23866.5,1384.2458684259773,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.500000000000135,0.0
271,9033.33,1,229,424,145,313,157,209,0.7189,23589.50,23589.5,1385.6600819883504,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.500000000000135,0.0
272,9066.67,1,228,424,145,313,157,209,0.7189,23589.50,23589.5,1386.6600819883504,1.0,0.0,1.0,1.0,0.0,0.0,30492,33.541019662496964,0.0
273,9100.00,1,227,424,146,313,156,210,0.7126,23344.50,23344.5,1387.6600819883504,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
274,9133.33,1,227,424,146,313,156,209,0.7103,23157.00,23157.0,1387.6600819883504,1.0,1.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
275,9166.67,1,226,423,145,312,157,210,0.7040,23209.50,23209.5,1389.0742955507235,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
276,9200.00,1,226,423,146,312,156,210,0.7155,23438.50,23438.5,1389.0742955507235,1.0,1.0,1.0,1.0,0.0,0.0,30492,16.770509831248482,0.0
277,9233.33,1,226,423,146,313,156,209,0.7190,23443.00,23443.0,1389.0742955507235,1.0,1.0,1.0,1.0,0.0,0.033333333333333215,30492,10.60660171779825,0.0
278,9266.67,1,226,423,147,312,156,211,0.7105,23387.50,23387.5,1389.0742955507235,1.0,1.0,1.0,1.0,0.0,0.0666666666666682,30492,10.60660171779811,0.0
279,9300.00,1,227,423,147,313,156,210,0.7163,23464.50,23464.5,1390.0742955507235,1.0,0.0,1.0,1.0,0.0,0.0,30492,7.499999999999927,0.0
280,9333.33,1,227,422,147,313,155,209,0.7314,23693.50,23693.5,1391.0742955507235,1.0,0.0,1.0,1.0,0.0,0.0,30492,10.60660171779811,0.0
281,9366.67,1,227,421,150,313,153,206,0.7638,24074.50,24074.5,1392.0742955507235,1.0,0.0,1.0,1.0,0.0,0.0,30492,16.77050983124826,0.0
282,9400.00,1,227,420,148,313,155,205,0.7567,24044.00,24044.0,1393.0742955507235,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
283,9433.33,1,227,419,150,313,154,203,0.7570,23666.00,23666.0,1394.0742955507235,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.000000000000107,0.0
284,9466.67,1,228,418,152,313,153,201,0.7779,23924.00,23924.0,1395.4885091130966,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
285,9500.00,1,228,417,152,313,153,201,0.7776,23913.50,23913.5,1396.4885091130966,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
286,9533.33,1,228,416,152,313,153,202,0.7767,24005.00,24005.0,1397.4885091130966,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
287,9566.67,1,228,415,152,313,152,203,0.7833,24168.50,24168.5,1398.4885091130966,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
288,9600.00,1,228,414,151,312,153,204,0.7778,24277.50,24277.5,1399.4885091130966,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.000000000000107,0.0
289,9633.33,1,228,414,148,312,156,204,0.7296,23218.50,23218.5,1399.4885091130966,1.0,1.0,1.0,1.0,0.0,0.0,30492,22.50000000000008,0.0
290,9666.67,1,228,414,126,312,178,209,0.6270,23326.50,23326.5,1399.4885091130966,1.0,1.0,1.0,1.0,0.0,0.033333333333333215,30492,15.000000000000053,0.0
291,9700.00,1,227,413,126,312,178,209,0.6341,23589.00,23589.0,1400.9027226754697,1.0,0.0,1.0,1.0,0.0,0.0,30492,16.770509831248482,0.0
292,9733.33,1,226,412,126,312,177,209,0.6448,23853.00,23853.0,1402.3169362378428,1.0,0.0,1.0,1.0,0.0,0.0,30492,21.2132034355965,0.0
293,9766.67,1,225,410,125,312,177,209,0.6425,23766.50,23766.5,1404.5530042153425,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.49999999999963,0.0
294,9800.00,1,224,408,123,312,179,210,0.6324,23772.50,23772.5,1406.7890721928422,1.0,0.0,1.0,1.0,0.0,0.0,30492,54.083269131959305,0.0
295,9833.33,1,224,407,125,312,177,209,0.6402,23684.00,23684.0,1407.7890721928422,1.0,0.0,1.0,1.0,0.0,0.0,30492,50.31152949374478,0.0
296,9866.67,1,221,397,125,183,177,338,0.6412,38358.00,38358.0,1418.2293787017527,1.0,0.0,1.0,1.0,0.0,0.0,30492,118.58541225631306,0.0
297,9900.00,1,219,389,125,183,177,338,0.6414,38372.50,38372.5,1426.475589952988,1.0,0.0,1.0,1.0,0.0,0.0,30492,163.80247250881226,0.0
298,9933.33,1,217,384,123,183,179,340,0.6321,38472.50,38472.5,1431.8607547601225,1.0,0.0,1.0,1.0,0.0,0.0,30492,187.50000000000065,0.0
299,9966.67,1,216,380,123,185,179,338,0.6259,37866.00,37866.0,1435.9838603857402,1.0,0.0,1.0,1.0,0.0,0.0,30492,211.2019176049316,0.0
300,10000.00,1,218,387,123,312,179,211,0.6219,23488.00,23488.0,1443.2639702750207,1.0,0.0,1.0,1.0,0.0,0.0,30492,78.3022988168294,0.0
301,10033.33,1,220,392,123,312,181,211,0.6141,23455.00,23455.0,1448.6491350821552,1.0,0.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
302,10066.67,1,222,396,125,312,177,209,0.6351,23494.00,23494.0,1453.1212710371549,1.0,0.0,1.0,1.0,0.0,0.0,30492,97.50000000000034,0.0
303,10100.00,1,223,400,125,313,178,208,0.6330,23438.00,23438.0,1457.2443766627725,1.0,0.0,1.0,1.0,0.0,0.0,30492,158.92215075312876,0.0
304,10133.33,1,224,403,151,313,151,202,0.7600,23183.00,23183.0,1460.406654322941,1.0,0.0,1.0,1.0,0.0,0.0,30492,128.16005617976342,0.0
305,10166.67,1,224,406,124,313,178,210,0.6253,23375.50,23375.5,1463.406654322941,1.0,0.0,1.0,1.0,0.0,0.0,30492,109.20164833920816,0.0
306,10200.00,1,224,408,146,312,156,205,0.7248,23178.50,23178.5,1465.406654322941,1.0,0.0,1.0,1.0,0.0,0.0,30492,91.24143795447361,0.0
307,10233.33,1,223,410,146,312,156,201,0.7351,23049.50,23049.5,1467.6427223004407,1.0,0.0,1.0,1.0,0.0,0.0,30492,75.00000000000027,0.0
308,10266.67,1,222,412,143,312,157,202,0.7290,23118.00,23118.0,1469.8787902779404,1.0,0.0,1.0,1.0,0.0,0.0,30492,69.14658342969598,0.0
309,10300.00,1,220,413,143,312,157,202,0.7325,23230.00,23230.0,1472.1148582554401,1.0,0.0,1.0,1.0,0.0,0.0,30492,60.46693311223853,0.0
310,10333.33,1,219,413,138,312,158,203,0.7245,23239.00,23239.0,1473.1148582554401,1.0,0.0,1.0,1.0,0.0,0.0,30492,53.03300858899055,0.0
311,10366.67,1,217,413,132,312,160,203,0.7486,24315.50,24315.5,1475.1148582554401,1.0,0.0,1.0,1.0,0.0,0.0,30492,50.31152949374478,0.0
312,10400.00,1,215,413,128,313,175,201,0.6702,23573.50,23573.5,1477.1148582554401,1.0,0.0,1.0,1.0,0.0,0.0,30492,53.03300858899126,0.0
313,10433.33,1,215,413,131,313,173,197,0.6868,23406.00,23406.0,1477.1148582554401,1.0,1.0,1.0,1.0,0.0,0.0,30492,37.500000000000135,0.0
314,10466.67,1,214,413,132,313,172,195,0.6578,22063.50,22063.5,1478.1148582554401,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.500000000000135,0.0
315,10500.00,1,212,412,130,313,174,200,0.6334,22043.00,22043.0,1480.3509262329399,1.0,0.0,1.0,1.0,0.0,0.0,30492,38.24264635194602,0.0
316,10533.33,1,213,410,131,313,173,199,0.6721,23140.00,23140.0,1482.5869942104396,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
317,10566.67,1,213,410,136,315,169,198,0.6508,21776.50,21776.5,1482.5869942104396,1.0,1.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
318,10600.00,1,213,410,122,319,183,204,0.5765,21523.00,21523.0,1482.5869942104396,1.0,1.0,1.0,1.0,0.0,0.033333333333333215,30492,23.717082451262932,0.0
319,10633.33,1,214,409,121,320,184,203,0.6054,22614.00,22614.0,1484.0012077728127,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
320,10666.67,1,215,408,121,321,184,202,0.6063,22536.50,22536.5,1485.4154213351858,1.0,0.0,1.0,1.0,0.0,0.0,30492,21.2132034355965,0.0
321,10700.00,1,215,407,121,321,184,202,0.6066,22546.50,22546.5,1486.4154213351858,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
322,10733.33,1,216,406,121,322,185,200,0.6032,22318.00,22318.0,1487.829634897559,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.500000000000135,0.0
323,10766.67,1,217,404,121,324,185,199,0.5937,21856.50,21856.5,1490.0657028750586,1.0,0.0,1.0,1.0,0.0,0.0,30492,43.73213921133933,0.0
324,10800.00,1,218,403,119,323,187,201,0.5650,21238.00,21238.0,1491.4799164374317,1.0,0.0,1.0,1.0,0.0,0.0,30492,43.73213921133933,0.0
